type,country,date_added,release_year,rating,duration,listed_in,Cluster
0,435,"March 14, 2018",2018,11,140,39,2
1,319,"March 13, 2018",2017,9,1,80,0
0,506,"March 13, 2018",2018,11,79,470,2
0,603,"March 13, 2018",2018,14,104,121,2
1,319,"March 9, 2018",2018,9,1,80,0
1,589,"March 9, 2018",2018,11,1,97,0
0,603,"March 9, 2018",2018,11,121,344,2
1,435,"March 8, 2018",2018,11,1,238,0
0,251,"March 8, 2018",2018,10,40,284,2
0,53,"March 7, 2018",2017,8,94,375,1
1,375,"March 6, 2018",2017,11,1,244,0
0,603,"March 6, 2018",2018,9,58,470,1
0,736,"March 4, 2018",2017,10,78,135,2
1,603,"March 2, 2018",2018,11,1,300,0
0,2,"March 2, 2018",2018,11,51,470,2
0,96,"March 2, 2018",2018,11,69,470,2
0,58,"March 2, 2018",2017,11,104,350,2
1,58,"March 1, 2018",2017,11,1,244,0
0,603,"March 1, 2018",2018,11,59,470,2
0,603,"March 1, 2018",2018,11,94,51,2
0,251,"March 1, 2018",1998,9,166,329,4
0,251,"March 1, 2018",2007,12,155,326,2
0,251,"March 1, 2018",2017,9,145,25,1
0,603,"March 1, 2018",2016,8,106,336,1
0,212,"March 1, 2018",2016,9,94,217,1
0,251,"March 1, 2018",2017,12,127,329,2
0,444,"March 1, 2018",2017,11,87,212,2
0,251,"March 1, 2018",2004,12,185,326,2
0,58,"March 1, 2018",2014,11,75,217,2
0,58,"March 1, 2018",2014,11,89,442,2
0,58,"March 1, 2018",2014,11,81,442,2
0,58,"March 1, 2018",2008,11,47,186,2
0,58,"March 1, 2018",2004,11,46,442,2
0,251,"March 1, 2018",2016,9,125,212,1
0,251,"March 1, 2018",2004,9,160,326,4
0,435,"February 28, 2018",2017,11,110,332,2
0,506,"February 27, 2018",2018,11,69,442,2
0,603,"February 27, 2018",2018,11,67,470,2
0,444,"February 25, 2018",2017,11,105,353,2
1,437,"February 23, 2018",2016,9,1,393,0
1,162,"February 23, 2018",2018,11,2,416,0
0,545,"February 23, 2018",2018,11,127,467,2
1,603,"February 23, 2018",2018,11,1,262,0
1,506,"February 22, 2018",2017,9,1,100,0
0,435,"February 21, 2018",2017,11,109,332,2
1,506,"February 20, 2018",2017,11,2,97,0
0,319,"February 19, 2018",2017,12,134,39,2
0,2,"February 16, 2018",2018,11,60,470,2
1,603,"February 16, 2018",2018,14,6,429,0
1,603,"February 16, 2018",2018,9,1,492,0
0,603,"February 16, 2018",2018,11,96,337,2
1,319,"February 15, 2018",2017,11,1,414,0
0,603,"February 14, 2018",2018,11,65,470,2
0,251,"February 14, 2018",2018,9,133,220,1
0,603,"February 9, 2018",2018,9,96,274,1
0,516,"February 9, 2018",2018,11,95,353,2
0,210,"February 9, 2018",2018,12,24,281,2
0,603,"February 9, 2018",2018,9,97,230,1
0,736,"February 6, 2018",2018,12,65,445,2
1,603,"February 6, 2018",2017,9,1,479,0
0,603,"February 5, 2018",2018,7,102,60,1
1,603,"February 2, 2018",2018,11,1,297,0
0,736,"February 2, 2018",2018,11,53,470,2
0,247,"February 2, 2018",2017,11,116,329,2
0,435,"February 2, 2018",2017,9,102,200,1
0,690,"February 1, 2018",2017,11,86,274,2
0,603,"February 1, 2018",2017,11,117,322,2
1,603,"February 1, 2018",2016,11,8,235,0
0,212,"January 31, 2018",2017,12,96,281,2
0,603,"January 30, 2018",1998,9,69,470,4
1,506,"January 30, 2018",2016,11,1,97,0
0,444,"January 29, 2018",2017,11,108,198,2
0,603,"January 26, 2018",2018,11,102,185,2
0,419,"January 26, 2018",2018,11,61,470,2
0,342,"January 26, 2018",2018,11,57,470,2
0,2,"January 26, 2018",2018,11,49,470,2
1,603,"January 26, 2018",2018,14,6,433,0
0,53,"January 25, 2018",2017,8,87,52,1
1,435,"January 24, 2018",2017,11,1,382,0
0,121,"January 24, 2018",2018,11,59,470,2
0,603,"January 23, 2018",2018,11,63,470,2
0,736,"January 22, 2018",2017,11,69,281,2
1,695,"January 22, 2018",2018,11,2,482,0
1,319,"January 20, 2018",2017,12,1,394,0
0,603,"January 19, 2018",2018,9,62,470,1
0,603,"January 19, 2018",2018,7,108,185,1
0,86,"January 19, 2018",2018,11,95,359,2
0,506,"January 18, 2018",2017,11,99,361,2
1,444,"January 18, 2018",2017,11,1,391,0
0,121,"January 17, 2018",2018,11,62,470,2
1,319,"January 17, 2018",2017,9,1,512,0
0,603,"January 16, 2018",2018,11,60,470,2
0,443,"January 15, 2018",1980,9,147,55,3
0,251,"January 15, 2018",1986,9,153,328,3
0,25,"January 15, 2018",2017,12,87,144,2
1,603,"January 12, 2018",2018,11,2,487,0
0,133,"January 12, 2018",2017,9,124,326,1
0,603,"January 12, 2018",2018,9,94,211,1
0,435,"January 12, 2018",2017,11,100,281,2
0,603,"January 12, 2018",2018,11,71,470,2
0,121,"January 10, 2018",2018,11,60,470,2
0,251,"January 9, 2018",2017,11,135,353,2
1,736,"January 8, 2018",2016,12,1,393,0
1,589,"January 6, 2018",2017,11,5,159,0
0,603,"January 5, 2018",2016,7,97,359,1
1,319,"January 5, 2018",2018,11,1,83,0
0,603,"January 2, 2018",2017,9,86,199,1
0,444,"January 1, 2018",2017,11,91,281,2
1,319,"January 1, 2018",2003,9,1,80,0
1,319,"January 1, 2018",2010,9,5,80,0
1,506,"January 1, 2018",2018,11,3,105,0
1,319,"January 1, 2018",2000,14,1,86,0
1,162,"January 1, 2018",2017,11,1,244,0
1,603,"December 31, 2017",2017,11,1,472,0
0,603,"December 31, 2017",2017,8,82,217,1
0,58,"December 30, 2017",2016,8,102,222,1
1,162,"December 29, 2017",2017,11,1,244,0
0,162,"December 29, 2017",2017,9,105,22,1
1,736,"December 29, 2017",2015,9,1,412,0
0,212,"December 27, 2017",2017,9,106,148,1
0,603,"December 26, 2017",2017,11,91,211,2
0,603,"December 26, 2017",2017,11,61,470,2
1,736,"December 25, 2017",2017,9,1,382,0
0,603,"December 23, 2017",2017,11,80,349,2
1,506,"December 23, 2017",2017,12,1,99,0
1,30,"December 22, 2017",2017,9,1,294,0
0,603,"December 22, 2017",2017,11,118,60,2
0,2,"December 21, 2017",2017,11,94,329,2
0,58,"December 20, 2017",2017,10,84,125,2
0,350,"December 20, 2017",2016,8,103,274,1
0,506,"December 19, 2017",2017,11,69,470,2
1,67,"December 19, 2017",2017,9,1,243,0
1,435,"December 18, 2017",2017,11,2,379,0
1,736,"December 15, 2017",2015,11,1,403,0
0,603,"December 15, 2017",2017,10,105,329,2
0,251,"December 15, 2017",2017,11,128,200,2
0,603,"December 15, 2017",2017,7,86,211,1
0,438,"December 15, 2017",2015,11,109,200,2
1,603,"December 15, 2017",2017,9,1,234,0
1,603,"December 14, 2017",2017,9,4,498,0
0,603,"December 12, 2017",2017,11,70,470,2
1,736,"December 11, 2017",2016,9,1,412,0
0,603,"December 8, 2017",2017,11,89,197,2
0,251,"December 8, 2017",1986,9,162,52,3
0,264,"December 8, 2017",1991,9,163,328,4
0,30,"December 7, 2017",2006,9,91,277,4
0,603,"December 6, 2017",2017,14,27,131,2
0,603,"December 5, 2017",2017,11,67,470,2
0,251,"December 2, 2017",2017,11,142,220,2
0,322,"December 2, 2017",2017,11,78,346,2
0,603,"December 1, 2017",2017,13,26,125,2
1,603,"December 1, 2017",2017,14,5,433,0
1,338,"December 1, 2017",2015,9,1,412,0
0,603,"December 1, 2017",2017,13,46,131,2
1,319,"December 1, 2017",2017,12,1,409,0
0,261,"December 1, 2017",2017,14,81,121,2
0,211,"December 1, 2017",2017,9,119,319,1
1,162,"December 1, 2017",2017,14,1,433,0
1,736,"December 1, 2017",2015,9,1,394,0
0,502,"December 1, 2017",2016,11,99,373,2
1,603,"December 1, 2017",2017,9,4,498,0
0,603,"December 1, 2017",2017,11,96,274,2
1,506,"November 30, 2017",2017,11,4,108,0
1,506,"November 27, 2017",2017,11,3,97,0
0,251,"November 27, 2017",2017,7,128,217,1
0,603,"November 24, 2017",2017,9,114,274,1
0,444,"November 24, 2017",2016,11,101,319,2
1,319,"November 24, 2017",2017,9,1,394,0
1,736,"November 24, 2017",2017,11,1,409,0
1,736,"November 23, 2017",2017,11,1,512,0
1,435,"November 22, 2017",2017,11,1,383,0
0,603,"November 22, 2017",2017,9,109,443,1
1,603,"November 22, 2017",2017,11,1,498,0
0,17,"November 21, 2017",2017,13,51,148,2
0,603,"November 21, 2017",2017,12,61,470,2
0,603,"November 21, 2017",2017,12,73,274,2
0,603,"November 17, 2017",2017,12,92,143,2
0,86,"November 17, 2017",2017,11,94,274,2
1,603,"November 17, 2017",2017,11,6,262,0
1,603,"November 17, 2017",2017,13,3,422,0
0,603,"November 17, 2017",2017,8,135,318,1
1,603,"November 17, 2017",2017,11,1,446,0
1,319,"November 15, 2017",2014,9,1,85,0
1,407,"November 15, 2017",2015,11,1,244,0
0,603,"November 14, 2017",2017,11,66,470,2
0,58,"November 11, 2017",2017,11,126,25,2
1,319,"November 10, 2017",2017,11,1,404,0
1,319,"November 10, 2017",2017,14,2,86,0
1,603,"November 10, 2017",2017,11,2,487,0
0,342,"November 10, 2017",2017,11,54,470,2
0,45,"November 10, 2017",2017,11,100,52,2
1,319,"November 7, 2017",2017,11,2,80,0
0,603,"November 7, 2017",2002,8,81,274,4
1,603,"November 7, 2017",2017,10,6,422,0
0,603,"November 7, 2017",2016,8,123,309,1
0,603,"November 6, 2017",2017,11,144,274,2
0,251,"November 5, 2017",2017,7,153,200,1
1,736,"November 3, 2017",2015,9,1,412,0
1,58,"November 3, 2017",2017,11,1,244,0
0,251,"November 1, 2017",1978,12,141,39,3
0,444,"November 1, 2017",2016,11,104,375,2
0,499,"November 1, 2017",2016,12,97,39,2
0,212,"November 1, 2017",2016,10,82,125,2
0,105,"November 1, 2017",2017,11,98,39,2
1,736,"November 1, 2017",2010,11,1,412,0
1,736,"November 1, 2017",2007,11,1,412,0
1,736,"November 1, 2017",2009,9,1,412,0
1,736,"November 1, 2017",2008,9,1,242,0
1,419,"November 1, 2017",2009,9,1,412,0
0,603,"October 31, 2017",2017,11,84,470,2
0,603,"October 31, 2017",2016,8,76,274,1
0,603,"October 30, 2017",2017,7,75,339,1
0,58,"October 28, 2017",2017,6,93,125,1
1,603,"October 27, 2017",2017,9,1,473,0
0,603,"October 27, 2017",2017,9,98,274,1
0,603,"October 26, 2017",2016,8,91,318,1
0,603,"October 25, 2017",2015,8,168,64,1
0,506,"October 24, 2017",2017,11,68,470,2
1,86,"October 24, 2017",2017,11,1,499,0
1,506,"October 24, 2017",2017,11,3,117,0
0,603,"October 20, 2017",2017,11,103,344,2
1,603,"October 20, 2017",2017,12,2,497,0
0,603,"October 20, 2017",2017,9,95,274,1
1,603,"October 20, 2017",2017,11,1,235,0
0,603,"October 20, 2017",2017,11,82,0,2
0,162,"October 19, 2017",2017,11,94,220,2
0,603,"October 17, 2017",2017,11,66,470,2
0,251,"October 16, 2017",2017,9,135,52,1
1,736,"October 16, 2017",2016,12,1,394,0
1,736,"October 16, 2017",2012,9,1,393,0
0,251,"October 16, 2017",2017,9,144,328,1
0,363,"October 15, 2017",2015,11,90,281,2
1,162,"October 15, 2017",2017,13,1,422,0
0,260,"October 15, 2017",1960,12,158,200,3
1,603,"October 15, 2017",2015,10,6,297,0
0,224,"October 13, 2017",2016,9,83,200,1
0,494,"October 13, 2017",2016,11,102,326,2
0,342,"October 13, 2017",2017,11,52,470,2
0,506,"October 13, 2017",2017,11,110,274,2
0,603,"October 13, 2017",2017,11,85,207,2
0,603,"October 13, 2017",2017,11,113,199,2
0,412,"October 12, 2017",2016,11,88,220,2
0,444,"October 12, 2017",2017,11,89,212,2
0,603,"October 10, 2017",2017,11,59,470,2
1,319,"October 6, 2017",2017,12,1,80,0
1,105,"October 6, 2017",2017,14,2,422,0
0,237,"October 6, 2017",2017,11,106,285,2
0,603,"October 3, 2017",2017,11,66,470,2
0,435,"October 1, 2017",2012,11,135,332,2
1,319,"October 1, 2017",2016,14,1,86,0
1,621,"October 1, 2017",2017,14,1,433,0
0,444,"October 1, 2017",2017,11,93,217,2
0,682,"October 1, 2017",2016,11,79,281,2
0,603,"October 1, 2017",2017,7,107,289,1
0,58,"October 1, 2017",2016,14,47,125,2
1,736,"October 1, 2017",2012,9,1,412,0
1,205,"October 1, 2017",2016,13,2,422,0
1,603,"October 1, 2017",2004,9,4,158,0
1,603,"October 1, 2017",2000,12,7,486,0
1,419,"October 1, 2017",2013,9,1,394,0
1,419,"October 1, 2017",2009,9,1,394,0
0,374,"October 1, 2017",2016,9,118,326,1
0,342,"October 1, 2017",2017,11,81,319,2
1,483,"October 1, 2017",2017,9,1,412,0
1,506,"September 30, 2017",2017,11,1,100,0
0,603,"September 29, 2017",2017,11,103,359,2
0,603,"September 29, 2017",2017,9,40,274,1
1,736,"September 29, 2017",2015,12,1,410,0
0,603,"September 29, 2017",2017,9,103,337,1
0,736,"September 29, 2017",2017,11,85,281,2
1,506,"September 29, 2017",2017,9,1,100,0
1,603,"September 29, 2017",2017,11,2,487,0
1,736,"September 29, 2017",2014,12,1,412,0
0,193,"September 27, 2017",2015,11,104,319,2
0,603,"September 26, 2017",2017,11,82,470,2
1,686,"September 26, 2017",2017,9,4,385,0
1,58,"September 25, 2017",2017,9,3,511,0
0,58,"September 24, 2017",2014,4,112,217,1
0,445,"September 24, 2017",2017,11,102,209,2
0,603,"September 22, 2017",2017,11,101,288,2
0,603,"September 22, 2017",2016,8,119,325,1
0,603,"September 19, 2017",2017,9,62,470,1
0,621,"September 18, 2017",2017,13,64,121,2
0,56,"September 15, 2017",2017,11,137,309,2
0,641,"September 15, 2017",2017,11,108,274,2
1,603,"September 15, 2017",2017,13,2,422,0
0,603,"September 13, 2017",2017,3,78,135,1
1,15,"September 13, 2017",2017,11,7,488,0
0,603,"September 12, 2017",2017,9,40,274,1
0,603,"September 12, 2017",2017,11,71,470,2
0,603,"September 8, 2017",2017,9,99,185,1
1,444,"September 8, 2017",2016,11,1,241,0
0,96,"September 8, 2017",2017,11,60,470,2
1,603,"September 8, 2017",2017,11,1,300,0
0,736,"September 8, 2017",2017,11,78,470,2
0,603,"September 5, 2017",2016,11,98,197,2
0,603,"September 5, 2017",2017,11,70,470,2
1,603,"September 5, 2017",2016,12,1,461,0
1,603,"September 5, 2017",2017,9,4,498,0
1,603,"September 4, 2017",2016,9,1,264,0
1,603,"September 4, 2017",2016,9,8,500,0
1,483,"September 1, 2017",2017,11,1,410,0
1,483,"September 1, 2017",2017,12,1,413,0
0,251,"September 1, 2017",1988,9,148,52,3
0,736,"September 1, 2017",2017,11,54,281,2
0,319,"September 1, 2017",2012,11,92,5,2
0,319,"September 1, 2017",2013,11,107,5,2
0,603,"September 1, 2017",2006,11,90,318,2
0,251,"September 1, 2017",1976,12,135,220,3
0,251,"September 1, 2017",1983,9,151,328,3
1,319,"September 1, 2017",2017,12,1,412,0
1,319,"September 1, 2017",2007,9,1,80,0
1,603,"September 1, 2017",1988,12,1,297,0
0,251,"September 1, 2017",1973,9,132,52,3
1,603,"September 1, 2017",2017,14,1,422,0
0,603,"September 1, 2017",2017,11,95,207,2
0,251,"September 1, 2017",1974,9,162,219,3
0,251,"September 1, 2017",1989,9,163,39,3
1,638,"September 1, 2017",2017,11,3,256,0
0,212,"September 1, 2017",2016,11,89,25,2
0,603,"September 1, 2017",2017,11,28,289,2
0,162,"September 1, 2017",2016,11,103,281,2
0,264,"September 1, 2017",1984,9,160,329,3
0,9,"September 1, 2017",2016,11,113,200,2
0,105,"September 1, 2017",2016,10,86,125,2
0,562,"September 1, 2017",2016,9,83,281,1
0,13,"September 1, 2017",2017,11,113,326,2
0,2,"September 1, 2017",2016,11,86,281,2
0,603,"August 29, 2017",2017,9,57,470,1
0,603,"August 26, 2017",2016,11,98,363,2
0,15,"August 25, 2017",2017,8,116,375,1
0,603,"August 25, 2017",2017,11,100,359,2
0,603,"August 22, 2017",2017,11,51,470,2
1,603,"August 18, 2017",2017,14,5,422,0
1,603,"August 18, 2017",2017,11,1,256,0
0,603,"August 18, 2017",2011,7,113,289,1
0,543,"August 18, 2017",2017,11,124,60,2
1,492,"August 15, 2017",2013,11,1,244,0
0,603,"August 15, 2017",2017,11,63,445,2
0,603,"August 15, 2017",2015,11,56,470,2
1,319,"August 15, 2017",2017,11,1,244,0
0,603,"August 14, 2017",2017,9,94,185,1
0,603,"August 12, 2017",2017,11,90,309,2
0,342,"August 12, 2017",2015,11,71,326,2
0,603,"August 11, 2017",2017,9,97,230,1
0,603,"August 10, 2017",2015,8,83,346,1
0,603,"August 10, 2017",2017,9,92,0,1
0,251,"August 7, 2017",2017,11,165,39,2
0,736,"August 7, 2017",2017,9,166,39,1
0,736,"August 7, 2017",2017,11,166,39,2
0,251,"August 7, 2017",2015,9,159,39,1
0,736,"August 7, 2017",2015,9,160,39,1
0,736,"August 7, 2017",2015,9,159,39,1
0,603,"August 6, 2017",2015,14,22,121,2
0,175,"August 5, 2017",2016,7,105,55,1
0,342,"August 4, 2017",2017,11,54,470,2
0,603,"August 4, 2017",2017,11,121,289,2
0,535,"August 4, 2017",2017,8,103,363,1
1,603,"August 4, 2017",2017,11,1,487,0
0,458,"August 3, 2017",2017,11,129,375,2
1,419,"August 1, 2017",2011,9,1,415,0
1,483,"August 1, 2017",2016,9,1,244,0
1,435,"August 1, 2017",2014,9,1,412,0
1,407,"August 1, 2017",2015,9,1,244,0
0,279,"August 1, 2017",2016,11,95,200,2
1,736,"August 1, 2017",2016,9,1,244,0
0,603,"August 1, 2017",2016,13,80,125,2
1,483,"August 1, 2017",2016,12,1,394,0
1,407,"August 1, 2017",2014,11,1,240,0
1,736,"August 1, 2017",2016,9,1,393,0
0,736,"August 1, 2017",2017,9,67,470,1
0,603,"August 1, 2017",2016,11,84,214,2
0,15,"August 1, 2017",2016,13,97,144,2
1,736,"August 1, 2017",2017,11,1,241,0
0,100,"August 1, 2017",2016,11,86,319,2
1,419,"August 1, 2017",2011,9,1,412,0
1,506,"August 1, 2017",2013,11,5,93,0
0,162,"August 1, 2017",2015,11,114,200,2
1,506,"August 1, 2017",2012,11,2,97,0
1,506,"August 1, 2017",2009,11,1,100,0
1,603,"July 28, 2017",2017,9,1,291,0
0,603,"July 28, 2017",2017,11,84,215,2
0,603,"July 25, 2017",2017,11,67,470,2
0,474,"July 24, 2017",2016,9,91,288,1
0,251,"July 18, 2017",2017,11,63,470,2
1,603,"July 18, 2017",2017,11,1,471,0
0,444,"July 17, 2017",2017,11,116,326,2
0,444,"July 15, 2017",2017,11,104,329,2
0,603,"July 14, 2017",2017,14,14,125,2
0,603,"July 14, 2017",2017,12,89,274,2
0,603,"July 14, 2017",2017,11,108,318,2
0,603,"July 13, 2017",2014,11,59,470,2
0,603,"July 13, 2017",2014,11,74,470,2
1,603,"July 7, 2017",2017,14,4,422,0
1,58,"July 7, 2017",2017,9,4,417,0
1,105,"July 7, 2017",2015,12,1,394,0
1,105,"July 7, 2017",2012,9,1,412,0
1,105,"July 7, 2017",2012,9,1,412,0
0,603,"July 7, 2017",2017,11,84,211,2
1,105,"July 7, 2017",2008,9,1,405,0
0,162,"July 1, 2017",2012,9,97,200,1
1,492,"July 1, 2017",2016,11,1,414,0
0,15,"July 1, 2017",2011,6,95,144,1
1,419,"July 1, 2017",2014,9,1,244,0
0,251,"July 1, 2017",1966,12,116,328,3
1,621,"July 1, 2017",2012,13,1,433,0
1,736,"July 1, 2017",2010,9,1,412,0
0,354,"July 1, 2017",2018,11,86,470,2
1,492,"July 1, 2017",2016,11,3,394,0
0,251,"July 1, 2017",1971,9,153,176,3
1,506,"July 1, 2017",2015,13,1,110,0
0,251,"July 1, 2017",2013,11,104,319,2
1,419,"July 1, 2017",2014,9,1,413,0
0,251,"July 1, 2017",1962,12,163,200,3
1,736,"July 1, 2017",2014,9,1,394,0
0,444,"July 1, 2017",2016,9,106,375,1
1,419,"July 1, 2017",2011,9,1,394,0
1,419,"July 1, 2017",2016,11,1,244,0
1,419,"July 1, 2017",2009,9,1,412,0
1,419,"July 1, 2017",2012,9,2,244,0
1,419,"July 1, 2017",2014,9,1,412,0
0,251,"July 1, 2017",1994,9,148,326,4
1,419,"July 1, 2017",2014,9,1,412,0
1,419,"July 1, 2017",2012,9,1,393,0
0,444,"July 1, 2017",2016,12,105,125,2
1,621,"June 30, 2017",2017,9,12,264,0
1,718,"June 30, 2017",2017,11,1,498,0
1,319,"June 30, 2017",2017,14,2,80,0
0,442,"June 28, 2017",2017,11,121,22,2
0,603,"June 27, 2017",2017,11,66,470,2
0,603,"June 26, 2017",2015,11,102,333,2
0,362,"June 23, 2017",2017,9,96,274,1
0,603,"June 23, 2017",2017,11,89,344,2
0,251,"June 21, 2017",2016,12,161,331,2
1,603,"June 21, 2017",2017,9,5,487,0
1,687,"June 20, 2017",2014,14,2,433,0
0,603,"June 20, 2017",2017,14,24,125,2
0,603,"June 20, 2017",2017,11,66,470,2
1,603,"June 16, 2017",2016,11,2,262,0
0,603,"June 16, 2017",2017,11,91,289,2
0,603,"June 16, 2017",2017,12,92,274,2
1,316,"June 16, 2017",2017,14,2,422,0
0,251,"June 15, 2017",2017,12,104,200,2
0,45,"June 15, 2017",2017,11,73,470,2
0,506,"June 15, 2017",2017,12,47,274,2
0,603,"June 13, 2017",2017,11,102,470,2
1,435,"June 10, 2017",2016,12,1,379,0
1,435,"June 10, 2017",2016,12,1,379,0
1,435,"June 10, 2017",2017,9,1,238,0
1,435,"June 10, 2017",2016,12,1,238,0
1,105,"June 10, 2017",2015,9,1,394,0
1,435,"June 10, 2017",2016,9,1,383,0
1,435,"June 9, 2017",2017,11,1,379,0
0,86,"June 9, 2017",2017,11,87,325,2
0,251,"June 5, 2017",2017,9,117,142,1
0,272,"June 3, 2017",2016,11,119,52,2
0,444,"June 2, 2017",2016,8,130,326,1
1,506,"June 2, 2017",2016,11,1,105,0
1,603,"June 2, 2017",2017,11,2,488,0
0,435,"June 2, 2017",2017,11,102,373,2
0,251,"June 1, 2017",1993,9,154,328,4
0,506,"June 1, 2017",2017,12,44,274,2
0,603,"June 1, 2017",2016,11,96,211,2
0,506,"June 1, 2017",2017,9,47,274,1
0,506,"June 1, 2017",2017,12,44,274,2
0,251,"June 1, 2017",2015,11,109,319,2
0,603,"June 1, 2017",2016,11,89,199,2
0,45,"June 1, 2017",2017,11,92,220,2
0,204,"June 1, 2017",1993,9,122,328,4
0,86,"June 1, 2017",2017,12,19,282,2
1,419,"June 1, 2017",2015,9,1,244,0
1,736,"June 1, 2017",2016,14,1,423,0
1,603,"June 1, 2017",2015,11,3,471,0
0,251,"June 1, 2017",1995,9,154,25,4
0,251,"June 1, 2017",1969,12,152,329,3
0,251,"June 1, 2017",1998,9,161,326,4
0,444,"June 1, 2017",2016,9,123,332,1
1,134,"June 1, 2017",2016,9,1,412,0
1,419,"June 1, 2017",2016,9,1,412,0
0,506,"June 1, 2017",2017,12,44,274,2
0,506,"May 31, 2017",2011,9,80,274,1
0,603,"May 30, 2017",2017,11,71,470,2
0,251,"May 29, 2017",2017,9,153,39,1
1,603,"May 26, 2017",2017,11,3,501,0
0,603,"May 26, 2017",2017,9,79,274,1
0,251,"May 26, 2017",2017,9,143,39,1
0,603,"May 26, 2017",2017,11,123,197,2
0,162,"May 23, 2017",2016,11,80,55,2
0,736,"May 23, 2017",2017,11,73,470,2
0,319,"May 19, 2017",2017,9,106,5,1
1,488,"May 19, 2017",2017,11,1,292,0
0,45,"May 19, 2017",2017,11,101,282,2
1,603,"May 19, 2017",2017,11,1,237,0
0,603,"May 16, 2017",2017,11,59,470,2
0,251,"May 15, 2017",1992,9,164,221,4
0,251,"May 15, 2017",1994,9,151,200,4
0,603,"May 15, 2017",2016,11,84,322,2
0,603,"May 15, 2017",2010,9,51,442,1
0,251,"May 15, 2017",1995,9,142,328,4
0,130,"May 15, 2017",2016,11,110,326,2
0,228,"May 13, 2017",2016,7,86,185,1
1,736,"May 12, 2017",2017,14,1,430,0
0,603,"May 12, 2017",2017,11,101,274,2
0,506,"May 12, 2017",2017,11,88,189,2
0,173,"May 12, 2017",2017,14,86,121,2
0,603,"May 9, 2017",2017,11,61,470,2
0,603,"May 5, 2017",2017,11,81,185,2
1,15,"May 5, 2017",2017,13,3,422,0
0,342,"May 5, 2017",2017,11,72,470,2
0,603,"May 5, 2017",2017,12,98,135,2
0,603,"May 2, 2017",2017,11,64,470,2
0,420,"May 1, 2017",2016,11,111,319,2
0,251,"May 1, 2017",1996,9,148,329,4
